Claim Number,Date Received,Incident D,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2015030921066,03/09/2015,02/14/2015,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checkpoint,Personal Electronics,175,Approve in Full
2015031021132,03/10/2015,03/04/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2015031321219,03/10/2015,01/31/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Home Decor,171.64,Settle
2015031621232,03/12/2015,03/06/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,84.5,Approve in Full
2015031721297,03/17/2015,02/06/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015031721315,03/18/2015,03/15/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Other,Computer & Accessories,-,-
2015031921378,03/19/2015,03/06/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
2015031921382,03/19/2015,12/23/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015032021394,03/20/2015,03/08/2015,ATL,Hartsfield-Jackson Atlanta International Airport,UAL  ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
2015032021420,03/20/2015,08/24/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,0,Deny
2015032321439,03/23/2015,03/20/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,199,Approve in Full
2015032421451,03/24/2015,03/13/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2015032621518,03/25/2015,03/14/2015,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checkpoint,-,60,Settle
2015032621526,03/25/2015,03/14/2015,ATL,Hartsfield-Jackson Atlanta International Airport,UAL  ,Property Damage,Checkpoint,Clothing,0,Deny
2015032621506,03/26/2015,03/12/2015,ATL,Hartsfield-Jackson Atlanta International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2015032621546,03/26/2015,03/14/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Personal Electronics,172.98,Approve in Full
2015032721557,03/27/2015,03/17/2015,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015033021596,03/30/2015,03/13/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny
2015040121673,03/31/2015,03/06/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015040121682,04/01/2015,02/20/2015,ATL,Hartsfield-Jackson Atlanta International Airport,USAir  ,Passenger Property Loss,Checked Baggage,-,69.12,Approve in Full
2015040321730,04/03/2015,03/06/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,122.74,Approve in Full
2015040321748,04/03/2015,03/05/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Other,0,Deny
2015040721778,04/03/2015,02/24/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,0,Deny
2015041021841,04/08/2015,03/27/2015,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
2015041621950,04/13/2015,03/22/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,0,Deny
2015041621958,04/13/2015,03/29/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2015041621964,04/13/2015,04/10/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,-,-,-
2015041421911,04/14/2015,03/12/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Clothing,32,Approve in Full
2015041421922,04/14/2015,04/14/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2015042022014,04/15/2015,03/30/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015042122064,04/15/2015,04/07/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
2015042422112,04/16/2015,03/30/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0,Deny
2015041721973,04/17/2015,07/15/2014,ATL,Hartsfield-Jackson Atlanta International Airport,-,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2015042322089,04/20/2015,04/15/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015042822151,04/21/2015,04/01/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015042822160,04/21/2015,04/01/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Currency; Home Decor; Jewelry & Watches; Other; Toys & Games",-,-
2015042722119,04/27/2015,04/09/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2015050122257,04/28/2015,04/22/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015050522308,04/28/2015,04/05/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2015042922215,04/30/2015,04/18/2015,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Passenger Property Loss,Checkpoint,Other,112.44,Approve in Full
2015050822427,05/04/2015,04/29/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,17.97,Approve in Full
2015050822414,05/05/2015,04/27/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,79,Approve in Full
2015051322512,05/05/2015,04/22/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2015051122459,05/06/2015,04/09/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Clothing,0,Deny
2015050822377,05/08/2015,04/08/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Personal Electronics,0,Deny
2015052222703,05/12/2015,05/01/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,0,Deny
2015051422520,05/14/2015,03/22/2015,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checked Baggage,Other,115,Approve in Full
2015051422527,05/14/2015,04/05/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Other,555.8,Approve in Full
2015051922602,05/14/2015,05/10/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Food & Drink; Sporting Equipment & Supplies,0,Deny
2015051922604,05/14/2015,05/11/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other",25,Approve in Full
2015052922873,05/16/2015,04/24/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Home Decor,300,Approve in Full
2015060122874,05/16/2015,05/08/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing,0,Deny
2015052822802,05/18/2015,05/12/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Clothing; Cosmetics & Grooming; Food & Drink; Other",0,Deny
2015052822803,05/18/2015,05/03/2015,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checkpoint,Computer & Accessories,0,Deny
2015051922591,05/19/2015,02/15/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Personal Accessories,0,Deny
2015052122660,05/19/2015,05/10/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015052622733,05/19/2015,04/01/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Jewelry & Watches,0,Deny
2015052022615,05/20/2015,04/15/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories; Other,-,-
2015052622762,05/26/2015,04/30/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2015052922842,05/26/2015,04/22/2015,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Property Damage,Checked Baggage,Other,-,-
2015052922845,05/26/2015,03/29/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2015052922851,05/26/2015,04/03/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Medical/Science,0,Deny
2015052922868,05/26/2015,05/17/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Personal Electronics,0,Deny
2015052922869,05/26/2015,05/08/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,75,Approve in Full
2015060122879,05/26/2015,05/24/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,15,Approve in Full
2015060422926,05/29/2015,05/01/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Food & Drink; Food & Drink,0,Deny
2015060922976,05/29/2015,09/29/2014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Personal Electronics,0,Deny
2015061523145,06/01/2015,05/28/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,425.38,Settle
2015061123057,06/03/2015,05/29/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2015061223094,06/03/2015,04/05/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Clothing,0,Deny
2015061223093,06/04/2015,05/31/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,132.65,Approve in Full
2015061623162,06/05/2015,05/11/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing; Cosmetics & Grooming,0,Deny
2015061823228,06/05/2015,05/24/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,16.43,Approve in Full
2015061723206,06/08/2015,05/12/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming,0,Deny
2015062423387,06/08/2015,05/13/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,0,Deny
2015062423390,06/08/2015,05/29/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Office Equipment & Supplies; Office Equipment & Supplies; Office Equipment & Supplies,0,Deny
2015060922994,06/09/2015,05/30/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,56.48,Approve in Full
2015060923007,06/10/2015,05/23/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches,0,Deny
2015061923242,06/10/2015,05/12/2015,ATL,Hartsfield-Jackson Atlanta International Airport,KLM Royal Dutch Airlines,Passenger Property Loss,Checkpoint,Medical/Science,0,Deny
2015061923245,06/10/2015,05/28/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checkpoint,Other,150,Approve in Full
2015062223332,06/15/2015,05/31/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Clothing,180,Approve in Full
2015062323339,06/15/2015,05/08/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
2015062523444,06/15/2015,06/04/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2015062323346,06/16/2015,06/14/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015062323365,06/16/2015,05/16/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2015062323367,06/16/2015,06/15/2015,ATL,Hartsfield-Jackson Atlanta International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Sporting Equipment & Supplies; Travel Accessories,-,-
2015062623503,06/17/2015,05/10/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
2015062623451,06/18/2015,06/05/2015,ATL,Hartsfield-Jackson Atlanta International Airport,-,Passenger Property Loss,Checked Baggage,Toys & Games; Travel Accessories,0,Deny
2015062623501,06/22/2015,06/17/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2015062923539,06/23/2015,04/20/2015,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checked Baggage,Clothing; Cosmetics & Grooming,249,Approve in Full
2015063023561,06/24/2015,05/17/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Home Decor,0,Deny
2015062523430,06/25/2015,06/05/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,134.9,Settle
2015062523431,06/25/2015,06/15/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
2015070223630,06/25/2015,06/02/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,0,Deny
2015070623655,06/25/2015,06/05/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,815,Approve in Full
2015071523847,07/02/2015,06/13/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
2015071423794,07/03/2015,06/24/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,90.38,Approve in Full
2015070623662,07/06/2015,06/14/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Personal Accessories,150,Approve in Full
2015071523834,07/06/2015,07/01/2015,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Property Damage,Checkpoint,Audio/Video,899,Approve in Full
2015071623858,07/07/2015,06/06/2015,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,463,Approve in Full
2015071623873,07/07/2015,06/26/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,320,Settle
2015071623875,07/07/2015,06/11/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Other,0,Deny
2015071623884,07/07/2015,05/11/2015,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,125,Approve in Full
