Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2.01401E+12,27-Jan-14,2-Nov-13,JFK,John F. Kennedy International,Cathay Pacific - CX,Property Damage,Checked Baggage,Home Decor,0.00,Deny
2.01401E+12,29-Jan-14,13-Jan-14,SJU,Luis Munoz Marin International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,124.99,Approve in Full
2.01401E+12,27-Jan-14,27-Dec-11,MCO,Orlando International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,0.00,Deny
2.01401E+12,29-Jan-14,30-Oct-13,SEA,Seattle-Tacoma International,UAL  ,Passenger Property Loss,Checkpoint,Personal Electronics,0.00,Deny
2.01401E+12,27-Jan-14,23-Jan-14,JFK,John F. Kennedy International,Cathay Pacific - CX,Passenger Property Loss,Checked Baggage,Personal Electronics,0.00,Deny
2.01401E+12,29-Jan-14,26-Jan-14,ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Property Damage,Checked Baggage,Computer & Accessories,0.00,Deny
2.01401E+12,29-Jan-14,6-Jan-14,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
2.01401E+12,29-Jan-14,7-Nov-13,PHL,Philadelphia International Airport,Lufthansa  ,Property Damage,Checked Baggage,Medical/Science; Other,60.00,Approve in Full
2.01402E+12,29-Jan-14,8-Jan-14,MSP,Minneapolis/ St.Paul International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Other,25.60,Approve in Full
2.01402E+12,29-Jan-14,10-Jan-14,BOS,Boston (Logan) International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0.00,Deny
2.01402E+12,29-Jan-14,3-Jan-14,MIA,Miami International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2.01402E+12,30-Jan-14,8-Jan-14,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checked Baggage,Other,0.00,Deny
2.01402E+12,30-Jan-14,17-Jan-14,LGA,LaGuardia ,AirTran Airlines,Property Damage,Checked Baggage,Computer & Accessories,0.00,Deny
2.01402E+12,30-Jan-14,17-Dec-13,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,45.00,Approve in Full
2.01402E+12,30-Jan-14,11-Oct-13,MSY,New Orleans International,Southwest Airlines  ,Property Damage,Checkpoint,Medical/Science,-,-
2.01402E+12,3-Feb-14,28-Nov-13,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01402E+12,28-Jan-14,4-Jan-14,STT,Cyril E. King International,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01402E+12,30-Jan-14,11-Oct-13,MSY,New Orleans International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Medical/Science,-,-
2.01402E+12,30-Jan-14,13-Oct-13,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Medical/Science,-,-
2.01402E+12,30-Jan-14,13-Oct-13,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,-,-
2.01402E+12,27-Jan-14,13-Dec-13,AVL,Asheville Regional Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Other,99.99,Approve in Full
2.01402E+12,28-Jan-14,13-Dec-13,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Toys & Games,89.00,Approve in Full
2.01402E+12,28-Jan-14,30-Dec-13,SEA,Seattle-Tacoma International,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,247.00,Settle
2.01402E+12,30-Jan-14,16-Nov-13,ONT,Ontario International,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0.00,Deny
2.01402E+12,28-Jan-14,14-Nov-13,EWR,Newark International Airport,Porter Airlines,Passenger Property Loss,Checked Baggage,Cameras,151.90,Approve in Full
2.01402E+12,30-Jan-14,20-Jan-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Other,-,-
2.01402E+12,3-Feb-14,4-Nov-13,HNL,Honolulu International Airport,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Food & Drink,0.00,Deny
2.01402E+12,30-Jan-14,14-Jan-14,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01402E+12,27-Jan-14,4-Jan-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01402E+12,30-Jan-14,15-Dec-13,LAX,Los Angeles International Airport ,China Eastern Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01402E+12,28-Jan-14,21-Nov-13,ORD,Chicago O'Hare International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01402E+12,30-Jan-14,21-Nov-13,BUF,Buffalo Niagara International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches,0.00,Deny
2.01402E+12,30-Jan-14,23-Jan-14,SAN,San Diego International,British Airways  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,41.23,Approve in Full
2.01402E+12,30-Jan-14,13-Jan-14,EWR,Newark International Airport,EL AL Israeli Airlines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
2.01402E+12,29-Jan-14,11-May-13,PVD,"TF Green Airport, Providence",Southwest Airlines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,-
2.01402E+12,30-Jan-14,3-Jan-14,PDX,Portland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0.00,Deny
2.01402E+12,31-Jan-14,8-Jan-14,SAV,Savannah International,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,-,-
2.01402E+12,31-Jan-14,20-Jan-14,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Household Items,0.00,Deny
2.01402E+12,3-Feb-14,7-Oct-13,CLE,Cleveland Hopkins International,UAL  ,Passenger Property Loss,Checkpoint,Personal Accessories,-,-
2.01402E+12,31-Jan-14,24-Jan-14,JFK,John F. Kennedy International,Aero Flot,Passenger Property Loss,Checked Baggage,Personal Electronics; Personal Electronics,432.93,Settle
2.01402E+12,31-Jan-14,18-Jan-14,ORD,Chicago O'Hare International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0.00,Deny
2.01402E+12,31-Jan-14,12-Dec-13,EWR,Newark International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Cosmetics & Grooming; Other; Other,0.00,Deny
2.01402E+12,4-Feb-14,11-Oct-13,JFK,John F. Kennedy International,Delta Air Lines  ,Personal Injury,Checked Baggage,Clothing,0.00,Deny
2.01402E+12,30-Jan-14,14-Dec-13,PHL,Philadelphia International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Musical Instruments & Accessories,-,-
2.01402E+12,3-Feb-14,9-Sep-13,SMF,Sacramento International Airport,-,Property Damage,Checkpoint,Other,6183.36,Approve in Full
2.01402E+12,31-Jan-14,13-Dec-13,SNA,John Wayne,Frontier Airlines,Passenger Property Loss,Checked Baggage,Clothing; Other,0.00,Deny
2.01402E+12,30-Jan-14,27-Jan-14,JFK,John F. Kennedy International,South African Airways  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2.01402E+12,29-Jan-14,14-Dec-13,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Currency,480.00,Approve in Full
2.01402E+12,31-Jan-14,8-Jan-14,MCO,Orlando International Airport,Qantas Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0.00,Deny
2.01402E+12,28-Jan-14,8-Jan-14,DAY,James M. Cox Dayton International,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01402E+12,31-Jan-14,9-Jan-14,EWR,Newark International Airport,UAL  ,Property Damage,Checked Baggage,Clothing,0.00,Deny
2.01402E+12,27-Jan-14,1-Dec-13,LAS,McCarran International,UAL  ,Property Damage,Checked Baggage,Hunting & Fishing Items,0.00,Deny
2.01402E+12,30-Jan-14,26-Jan-14,JAX,Jacksonville International,Jet Blue,Property Damage,Checkpoint,Computer & Accessories,755.00,Settle
2.01402E+12,31-Jan-14,25-Dec-13,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,22.93,Approve in Full
2.01402E+12,27-Jan-14,28-Dec-13,PSC,Tri-Cities,UAL  ,Property Damage,Checkpoint,Travel Accessories,51.61,Approve in Full
2.01402E+12,31-Jan-14,26-Dec-13,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Food & Drink; Other,16.95,Settle
2.01402E+12,28-Jan-14,21-Dec-13,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Other,46.76,Approve in Full
2.01402E+12,31-Jan-14,30-Dec-13,OKC,Will Rogers World,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,450.00,Settle
2.01402E+12,27-Jan-14,30-Dec-13,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,22.00,Approve in Full
2.01402E+12,28-Jan-14,7-Jan-14,RDU,Raleigh-Durham International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,0.00,Deny
2.01402E+12,4-Feb-14,12-Dec-13,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checkpoint,Clothing,28.94,Settle
2.01402E+12,31-Jan-14,9-Jan-14,SEA,Seattle-Tacoma International,Alaska Airlines  ,Property Damage,Checkpoint,Computer & Accessories,150.00,Settle
2.01402E+12,30-Jan-14,29-Jan-14,PHX,Phoenix Sky Harbor International,UAL  ,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other",12.50,Settle
2.01402E+12,31-Jan-14,11-Jan-14,HNL,Honolulu International Airport,Hawaiian Airlines  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,0.00,Deny
2.01402E+12,4-Feb-14,17-Jan-14,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,-,Checked Baggage,Travel Accessories,0.00,Deny
2.01402E+12,30-Jan-14,31-Dec-13,BNA,Nashville International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Currency,0.00,Deny
2.01402E+12,31-Jan-14,11-Jan-14,LAS,McCarran International,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01402E+12,30-Jan-14,4-Jan-14,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2.01402E+12,31-Jan-14,23-Apr-12,LAS,McCarran International,Air Canada,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01402E+12,31-Jan-14,14-Apr-13,LAS,McCarran International,Air Canada,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01402E+12,31-Jan-14,30-Nov-13,LAS,McCarran International,Air Canada,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01402E+12,4-Feb-14,13-Dec-13,ZZX,Non TSA Airport (motor vehicle),-,Motor Vehicle,Motor Vehicle,-,788.04,Settle
2.01402E+12,3-Feb-14,15-Dec-13,SAT,San Antonio International,USAir  ,Property Damage,Checked Baggage,Other; Personal Electronics,0.00,Deny
2.01402E+12,29-Jan-14,2-Jan-14,EWR,Newark International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,270.63,Settle
2.01402E+12,30-Jan-14,18-Jan-14,CMH,Port Columbus International,JALways Airlines,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01402E+12,30-Jan-14,25-Jan-14,SNA,John Wayne,Alaska Airlines  ,Property Damage,Checkpoint,Other,60.00,Approve in Full
2.01402E+12,30-Jan-14,25-Jan-14,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Property Damage,Checkpoint,-,160.00,Approve in Full
2.01402E+12,30-Jan-14,12-Nov-13,AEX,Alexandria International Airport,UAL  ,Property Damage,Checked Baggage,Toys & Games,35.00,Approve in Full
2.01402E+12,28-Jan-14,5-Jan-14,TPA,Tampa International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.00,Deny
2.01402E+12,29-Jan-14,23-Dec-13,BOS,Boston (Logan) International Airport ,Lufthansa  ,Property Damage,Checked Baggage,Medical/Science,349.50,Settle
2.01402E+12,28-Jan-14,17-Jan-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Computer & Accessories,0.00,Deny
2.01402E+12,3-Feb-14,23-Jan-14,JFK,John F. Kennedy International,-,Passenger Property Loss,Other,Personal Electronics,0.00,Deny
2.01402E+12,28-Jan-14,5-Oct-13,LAS,McCarran International,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01402E+12,3-Feb-14,28-Dec-13,MCO,Orlando International Airport,Virgin America,Passenger Property Loss,Checkpoint,Other,60.74,Approve in Full
2.01402E+12,31-Jan-14,1-Jan-14,PGV,Pitt-Greenville Airport ,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.00,Deny
2.01402E+12,5-Feb-14,30-Jan-14,SAN,San Diego International,Jet Blue,Passenger Property Loss,Checked Baggage,Travel Accessories,0.00,Deny
2.01402E+12,31-Jan-14,29-Jan-14,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Household Items,24.81,Approve in Full
2.01402E+12,3-Feb-14,18-Jan-14,ORF,Norfolk International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,30.00,Approve in Full
2.01402E+12,28-Jan-14,14-Jan-14,BWI,Baltimore/Washington Intl Thurgood Marshall,British Airways  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01402E+12,5-Feb-14,30-Jan-14,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2.01402E+12,3-Feb-14,28-Jan-14,MCO,Orlando International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Other,0.00,Deny
2.01402E+12,3-Feb-14,24-Dec-13,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01402E+12,30-Jan-14,23-Dec-13,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Accessories,319.95,Approve in Full
2.01402E+12,3-Feb-14,29-Nov-13,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,36.00,Approve in Full
2.01402E+12,31-Jan-14,24-Dec-13,MIA,Miami International Airport,Avianca  ,Property Damage,Checkpoint,Personal Accessories,-,-
2.01402E+12,5-Feb-14,13-Sep-13,CPR,Natrona International,-,Motor Vehicle,Motor Vehicle,-,615.09,Approve in Full
2.01402E+12,3-Feb-14,27-Jan-14,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01402E+12,5-Feb-14,25-Aug-13,MIA,Miami International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,50.00,Settle
2.01402E+12,28-Jan-14,9-Jan-14,ORD,Chicago O'Hare International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Cameras,0.00,Deny
2.01402E+12,31-Jan-14,2-Jan-14,F,Foreign airport,Finnair,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
2.01402E+12,3-Feb-14,14-Jan-14,ORD,Chicago O'Hare International Airport,-,Property Damage,Checkpoint,Personal Electronics,200.00,Approve in Full
2.01402E+12,31-Jan-14,10-Jul-13,MSP,Minneapolis/ St.Paul International Airport,Sun Country Airlines Inc  ,Property Damage,Checkpoint,Computer & Accessories,371.15,Settle
2.01402E+12,3-Feb-14,28-Jan-14,BOS,Boston (Logan) International Airport ,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,276.35,Settle
2.01402E+12,3-Feb-14,20-Nov-13,ORD,Chicago O'Hare International Airport,American Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,-,-
2.01402E+12,28-Jan-14,12-Dec-13,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01402E+12,2-Feb-14,21-Dec-13,JFK,John F. Kennedy International,American Airlines  ,Passenger Property Loss,Checked Baggage,Other,0.00,Deny
2.01402E+12,3-Feb-14,31-Jan-14,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.00,Deny
2.01402E+12,3-Feb-14,26-Oct-13,RSW,Southwest Florida International,AirTran Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,69.99,Approve in Full
2.01402E+12,28-Jan-14,15-Jan-14,MCO,Orlando International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.00,Deny
2.01402E+12,5-Feb-14,8-Jan-14,JFK,John F. Kennedy International,American Airlines  ,Passenger Property Loss,Checked Baggage,Food & Drink,-,-
2.01402E+12,31-Jan-14,14-Jan-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,48.00,Approve in Full
2.01402E+12,3-Feb-14,6-Jan-14,LAX,Los Angeles International Airport ,British Airways  ,Property Damage,Checked Baggage,Food & Drink,0.00,Deny
2.01402E+12,3-Feb-14,26-Jan-14,MCO,Orlando International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,40.24,Approve in Full
2.01402E+12,28-Jan-14,7-Jan-14,HNL,Honolulu International Airport,Hawaiian Airlines  ,Property Damage,Checked Baggage,Other,1.89,Approve in Full
2.01402E+12,2-Feb-14,25-Jan-14,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,-,-
2.01402E+12,3-Feb-14,31-Jan-14,ORD,Chicago O'Hare International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Other,0.00,Deny
2.01402E+12,28-Jan-14,16-Dec-13,SNA,John Wayne,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,6.76,Approve in Full
2.01402E+12,3-Feb-14,31-Jan-14,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Audio/Video,-,-
2.01402E+12,1-Feb-14,23-Dec-13,JFK,John F. Kennedy International,Delta Air Lines  ,Property Damage,Checked Baggage,-,20.00,Approve in Full
2.01402E+12,28-Jan-14,29-Dec-13,MKE,General Mitchell International Airport,AirTran Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,62.54,Approve in Full
2.01402E+12,3-Feb-14,23-Jun-13,JFK,John F. Kennedy International,-,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01402E+12,31-Jan-14,18-Jan-14,OAK,Metropolitan Oakland International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Food & Drink,6.83,Approve in Full
2.01402E+12,31-Jan-14,18-Dec-13,RNO,Reno/Tahoe International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,110.55,Approve in Full
2.01402E+12,4-Feb-14,2-Feb-14,SFB,Orlando Sanford,Allegiant Air,Property Damage,Checked Baggage,Food & Drink,-,-
2.01402E+12,28-Jan-14,21-Jan-14,LGA,LaGuardia ,Delta Air Lines  ,Property Damage,Checked Baggage,-,-,-
2.01402E+12,3-Feb-14,31-Dec-13,MSY,New Orleans International,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01402E+12,31-Jan-14,23-Jan-14,BOS,Boston (Logan) International Airport ,Virgin America,Passenger Property Loss,Checked Baggage,Cameras,0.00,Deny
2.01402E+12,1-Feb-14,24-Jan-14,STL,Lambert St. Louis International,-,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2.01402E+12,1-Feb-14,10-Jan-14,SMF,Sacramento International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,170.05,Settle
2.01402E+12,31-Jan-14,2-Jan-14,GUM,Guam,UAL  ,Property Damage,-,-,-,-
2.01402E+12,31-Jan-14,22-Jan-14,MIA,Miami International Airport,American Eagle  ,Passenger Property Loss,Checked Baggage,Food & Drink,7.95,Approve in Full
2.01402E+12,3-Feb-14,1-Feb-14,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,275.00,Approve in Full
2.01402E+12,1-Feb-14,31-Jan-14,PHX,Phoenix Sky Harbor International,UAL  ,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses,0.00,Deny
2.01402E+12,31-Jan-14,26-Dec-13,LGA,LaGuardia ,-,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01402E+12,1-Feb-14,31-Jan-14,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Personal Electronics,633.02,Approve in Full
