Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2.01411E+12,3-Nov-14,2-Nov-14,BOS,Boston (Logan) International Airport ,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,4-Nov-14,29-Oct-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2.01411E+12,29-Oct-14,11-Sep-14,IAH,Houston - George Bush Intercontinental Airport,Korean Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2.01411E+12,28-Oct-14,7-Sep-14,IAD,Washington Dulles International,Lufthansa  ,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,0.00,Deny
2.01411E+12,30-Oct-14,24-Oct-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
2.01411E+12,28-Oct-14,10-Sep-14,F,Foreign airport,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01411E+12,28-Oct-14,14-Oct-14,BOS,Boston (Logan) International Airport ,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,28-Oct-14,6-Jun-14,ALB,Albany International,USAir  ,Property Damage,Checked Baggage,Household Items,71.19,Approve in Full
2.01411E+12,5-Nov-14,27-Oct-14,MCO,Orlando International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2.01411E+12,5-Nov-14,1-Sep-14,AUS,Austin-Bergstrom International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2.01411E+12,5-Nov-14,8-Oct-14,AUS,Austin-Bergstrom International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Cosmetics & Grooming; Medical/Science,-,-
2.01411E+12,5-Nov-14,19-Mar-14,OAK,Metropolitan Oakland International,Volaris Airlines,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming; Medical/Science,-,-
2.01411E+12,5-Nov-14,4-Oct-14,JAX,Jacksonville International,Jet Blue,Property Damage,Checked Baggage,Household Items,-,-
2.01411E+12,3-Nov-14,23-Oct-14,SLC,Salt Lake City International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Cameras,-,-
2.01411E+12,10-Nov-14,26-Oct-14,LGA,LaGuardia ,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0.00,Deny
2.01411E+12,5-Nov-14,2-Nov-14,JFK,John F. Kennedy International,Air France,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2.01411E+12,10-Nov-14,27-Oct-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2.01411E+12,6-Nov-14,4-Nov-14,CLT,Charlotte/Douglas International Airport,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01411E+12,4-Nov-14,1-Nov-14,MIA,Miami International Airport,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,4-Nov-14,3-Nov-14,F,Foreign airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Currency,-,-
2.01411E+12,7-Nov-14,19-Oct-14,BOS,Boston (Logan) International Airport ,UAL  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,-
2.01411E+12,5-Nov-14,13-Aug-14,MIA,Miami International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Jewelry & Watches,-,-
2.01411E+12,3-Nov-14,22-Sep-14,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
2.01411E+12,3-Aug-14,27-Jul-14,EWR,Newark International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,0.00,Deny
2.01411E+12,7-Nov-14,31-Oct-14,BOS,Boston (Logan) International Airport ,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,5-Nov-14,25-Oct-14,HNL,Honolulu International Airport,Hawaiian Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
2.01411E+12,5-Nov-14,12-Jul-14,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Other; Sporting Equipment & Supplies,0.00,Deny
2.01411E+12,5-Nov-14,17-Oct-14,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Other; Other,-,-
2.01411E+12,5-Nov-14,24-Oct-14,ORD,Chicago O'Hare International Airport,American Airlines  ,-,-,Computer & Accessories,-,-
2.01411E+12,4-Nov-14,17-Oct-14,BOS,Boston (Logan) International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2.01411E+12,6-Nov-14,26-Oct-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Currency,-,-
2.01411E+12,5-Nov-14,17-Oct-14,PLN,Pellston Regional Of Emmet County,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,3-Nov-14,11-Oct-14,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2.01411E+12,3-Nov-14,3-Oct-14,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Other,-,-
2.01411E+12,5-Nov-14,14-Aug-14,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Cosmetics & Grooming; Travel Accessories,0.00,Deny
2.01411E+12,4-Nov-14,25-Sep-14,-,-,-,Property Damage,Checkpoint,Home Decor,-,-
2.01411E+12,6-Nov-14,3-Jun-14,PHX,Phoenix Sky Harbor International,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2.01411E+12,6-Nov-14,5-Oct-14,TPA,Tampa International,UAL  ,Passenger Property Loss,Checkpoint,Computer & Accessories,286.68,Settle
2.01411E+12,6-Nov-14,10-Aug-14,AUS,Austin-Bergstrom International Airport,American Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches; Personal Accessories,-,-
2.01411E+12,6-Nov-14,6-Oct-14,CYS,Cheyenne Regional Airport - Jerry Olson Field,Great Lakes Airline,Passenger Property Loss,Checked Baggage,Travel Accessories,0.00,Deny
2.01411E+12,6-Nov-14,26-Oct-14,PDX,Portland International,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,-,-
2.01411E+12,6-Nov-14,18-May-14,SGF,Springfield-Branson National Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2.01411E+12,4-Nov-14,27-Oct-14,BOS,Boston (Logan) International Airport ,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2.01411E+12,14-Nov-14,19-Sep-13,STL,Lambert St. Louis International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01411E+12,4-Nov-14,11-Oct-14,HSV,Huntsville International Airport,-,Property Damage,Checkpoint,Personal Accessories,-,-
2.01411E+12,14-Nov-14,14-Oct-14,SJU,Luis Munoz Marin International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01411E+12,13-Nov-14,8-Nov-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Currency,-,-
2.01411E+12,6-Nov-14,12-Oct-14,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0.00,Deny
2.01411E+12,5-Nov-14,9-Sep-14,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Travel Accessories,-,-
2.01411E+12,6-Nov-14,9-Mar-14,DCA,Ronald Reagan Washington National Airport,American Airlines  ,Property Damage,Checked Baggage,-,-,-
2.01411E+12,6-Nov-14,20-Oct-14,SJU,Luis Munoz Marin International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Musical Instruments & Accessories,-,-
2.01411E+12,10-Nov-14,4-Oct-14,-,-,Jet Blue,-,Checked Baggage,-,-,-
2.01411E+12,14-Nov-14,6-Nov-14,MIA,Miami International Airport,American Airlines  ,Property Damage,Checkpoint,Clothing; Other,-,-
2.01411E+12,6-Nov-14,4-Nov-14,MCO,Orlando International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Toys & Games,-,-
2.01411E+12,6-Nov-14,3-Nov-14,BOS,Boston (Logan) International Airport ,Emirates,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,6-Nov-14,19-Oct-14,RIC,Richmond International,Delta Air Lines  ,Property Damage,Checked Baggage,Other,-,-
2.01411E+12,6-Nov-14,26-Oct-14,MDW,Midway International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Office Equipment & Supplies,-,-
2.01411E+12,6-Nov-14,24-Oct-14,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,0.00,Deny
2.01411E+12,12-Nov-14,16-Oct-14,CLE,Cleveland Hopkins International,Frontier Airlines,Personal Injury,Checkpoint,-,-,-
2.01411E+12,6-Nov-14,21-Oct-14,RIC,Richmond International,USAir  ,Property Damage,Checkpoint,Clothing,-,-
2.01411E+12,5-Nov-14,26-Oct-14,ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Clothing; Medical/Science,-,-
2.01411E+12,4-Nov-14,13-Oct-14,LAS,McCarran International,American Airlines  ,Passenger Property Loss,Checked Baggage,-,-,-
2.01411E+12,12-Nov-14,21-Sep-14,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01411E+12,6-Nov-14,2-Nov-14,PDX,Portland International,USAir  ,Property Damage,Checkpoint,Baggage/Cases/Purses,-,-
2.01411E+12,4-Nov-14,2-Feb-13,FLL,Ft. Lauderdale-Hollywood International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,6-Nov-14,4-Nov-14,AUS,Austin-Bergstrom International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,-,-
2.01411E+12,6-Nov-14,29-Oct-14,DAL,Dallas Love Field,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,-,-
2.01411E+12,6-Nov-14,31-Oct-14,LAS,McCarran International,UAL  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.00,Deny
2.01411E+12,6-Nov-14,28-Oct-14,CLE,Cleveland Hopkins International,UAL  ,Property Damage,Checkpoint,Other,0.00,Deny
2.01411E+12,5-Nov-14,25-Oct-14,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,6-Nov-14,25-Oct-14,JFK,John F. Kennedy International,China Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2.01411E+12,6-Nov-14,13-Oct-14,HNL,Honolulu International Airport,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Personal Accessories,65.00,Approve in Full
2.01411E+12,6-Nov-14,24-Oct-14,IAD,Washington Dulles International,Lufthansa  ,Passenger Property Loss,Checked Baggage,Other; Other; Personal Accessories,-,-
2.01411E+12,5-Nov-14,27-Sep-14,SFO,San Francisco International,Jet Blue,Passenger Property Loss,Checked Baggage,Currency,-,-
2.01411E+12,10-Nov-14,31-Oct-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01411E+12,10-Nov-14,26-Oct-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,5-Nov-14,22-Oct-14,CLE,Cleveland Hopkins International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Home Decor; Medical/Science,-,-
2.01411E+12,10-Nov-14,31-Oct-14,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
2.01411E+12,10-Nov-14,20-Nov-12,BOS,Boston (Logan) International Airport ,UAL  ,Property Damage,Checkpoint,Cameras,-,-
2.01411E+12,10-Nov-14,24-Oct-14,ORD,Chicago O'Hare International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing,-,-
2.01411E+12,4-Nov-14,5-Oct-14,ORH,Worcester Regional,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,3-Nov-14,25-Oct-14,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checkpoint,Currency,170.00,Approve in Full
2.01411E+12,4-Nov-14,18-Aug-14,FLL,Ft. Lauderdale-Hollywood International,Air Canada,Passenger Property Loss,Checked Baggage,Other,-,-
2.01411E+12,6-Nov-14,19-Oct-14,EWR,Newark International Airport,British Airways  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Cosmetics & Grooming,-,-
2.01411E+12,5-Nov-14,28-Sep-14,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2.01411E+12,4-Nov-14,12-Oct-14,OAK,Metropolitan Oakland International,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01411E+12,3-Nov-14,24-Sep-14,PHL,Philadelphia International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
2.01411E+12,10-Nov-14,31-Oct-14,ORD,Chicago O'Hare International Airport,American Airlines  ,Property Damage,Checkpoint,Personal Electronics,109.00,Approve in Full
2.01411E+12,4-Nov-14,26-Oct-14,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,150.00,Approve in Full
2.01411E+12,4-Nov-14,20-Sep-14,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2.01411E+12,10-Nov-14,3-Nov-14,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,Clothing,-,-
2.01411E+12,10-Nov-14,19-Oct-14,IAD,Washington Dulles International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,10-Nov-14,6-Nov-14,OAK,Metropolitan Oakland International,USAir  ,Passenger Property Loss,Checked Baggage,Currency; Other,-,-
2.01411E+12,3-Nov-14,12-Oct-14,EWR,Newark International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Household Items,-,-
2.01411E+12,17-Nov-14,26-Oct-14,BWI,Baltimore/Washington Intl Thurgood Marshall,UAL  ,Property Damage,Checked Baggage,Clothing,-,-
2.01411E+12,3-Nov-14,26-Oct-14,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,17-Nov-14,13-Nov-14,JAN,Jackson International,-,Passenger Property Loss,Checkpoint,-,215.42,Approve in Full
2.01411E+12,11-Nov-14,6-Nov-14,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.00,Deny
2.01411E+12,10-Nov-14,30-Oct-14,MSN,Dane County Regional (Madison),American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2.01411E+12,10-Nov-14,11-May-14,LAX,Los Angeles International Airport ,Southwest Airlines  ,Personal Injury,Checkpoint,-,-,-
2.01411E+12,10-Nov-14,2-Nov-14,FLL,Ft. Lauderdale-Hollywood International,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Currency,-,-
2.01411E+12,10-Nov-14,6-Nov-14,LAX,Los Angeles International Airport ,Qantas Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
2.01411E+12,10-Nov-14,7-Nov-14,DCA,Ronald Reagan Washington National Airport,USAir  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2.01411E+12,10-Nov-14,6-Nov-14,MIA,Miami International Airport,Avianca  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2.01411E+12,10-Nov-14,23-Oct-14,PFN,Panama City-Bay County International,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
2.01411E+12,10-Nov-14,6-Oct-14,CMH,Port Columbus International,Delta Air Lines  ,Property Damage,Checked Baggage,"Books, Magazines & Other",0.00,Deny
2.01411E+12,10-Nov-14,9-Oct-14,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.00,Deny
2.01411E+12,10-Nov-14,21-Oct-14,LAX,Los Angeles International Airport ,USAir  ,Passenger Property Loss,Checkpoint,Currency,0.00,Deny
2.01411E+12,10-Nov-14,23-Oct-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01411E+12,10-Nov-14,16-Oct-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Accessories,383.93,Approve in Full
2.01411E+12,10-Nov-14,23-Sep-14,SFO,San Francisco International,UAL  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,-,-
2.01411E+12,12-Nov-14,10-Nov-14,MIA,Miami International Airport,American Airlines  ,Property Damage,Checked Baggage,Home Decor,-,-
2.01411E+12,10-Nov-14,9-Nov-14,TUS,Tucson International,Alaska Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,12-Nov-14,12-Oct-14,LAX,Los Angeles International Airport ,Cathay Pacific - CX,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,3-Nov-14,26-Oct-14,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Passenger Property Loss,Checkpoint,Personal Electronics,-,-
2.01411E+12,12-Nov-14,31-Oct-14,ORD,Chicago O'Hare International Airport,Iberia Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.00,Deny
2.01411E+12,10-Nov-14,8-Aug-14,BOS,Boston (Logan) International Airport ,Iceland Air  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,10-Nov-14,1-Nov-14,IAD,Washington Dulles International,Emirates,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2.01411E+12,12-Nov-14,9-Nov-14,IAH,Houston - George Bush Intercontinental Airport,Air France,Passenger Property Loss,Checked Baggage,Other,-,-
2.01411E+12,15-Nov-14,14-Oct-14,LAX,Los Angeles International Airport ,Hawaiian Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2.01411E+12,12-Nov-14,7-Nov-14,MOB,Mobile Regional,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,4-Nov-14,5-Apr-14,DEN,Denver International Airport ,UAL  ,Personal Injury,Checkpoint,-,-,-
2.01411E+12,4-Nov-14,3-Nov-14,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01411E+12,10-Nov-14,7-Oct-14,BOS,Boston (Logan) International Airport ,Iceland Air  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.00,Deny
2.01411E+12,10-Nov-14,9-Nov-14,SJU,Luis Munoz Marin International,Jet Blue,Passenger Property Loss,Checkpoint,Other,-,-
2.01411E+12,10-Nov-14,15-Oct-14,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,663.04,Settle
2.01411E+12,17-Nov-14,26-Sep-14,SAN,San Diego International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2.01411E+12,12-Nov-14,7-Nov-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01411E+12,11-Nov-14,18-Sep-14,BOS,Boston (Logan) International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2.01411E+12,11-Nov-14,28-Oct-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
2.01411E+12,6-Nov-14,7-Feb-14,F,Foreign airport,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,19-Nov-14,11-Nov-14,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,-,-
2.01411E+12,18-Nov-14,7-Nov-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,-,Checked Baggage,Audio/Video,-,-
2.01411E+12,4-Nov-14,29-Sep-14,FLL,Ft. Lauderdale-Hollywood International,Bahama Airlines  ,Property Damage,Checkpoint,Other,-,-
2.01411E+12,12-Nov-14,18-Jun-14,DEN,Denver International Airport ,USAir  ,Property Damage,Checkpoint,Other,-,-
2.01411E+12,11-Nov-14,1-Nov-14,LGA,LaGuardia ,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,-,-
2.01411E+12,12-Nov-14,4-Nov-14,DEN,Denver International Airport ,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,203.91,Approve in Full
2.01411E+12,7-Nov-14,25-Oct-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,-,-
2.01411E+12,12-Nov-14,23-Oct-14,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Other,-,-
2.01411E+12,11-Nov-14,3-Jul-14,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Household Items,35.00,Approve in Full
2.01411E+12,10-Nov-14,14-Apr-14,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Clothing,-,-
2.01411E+12,12-Nov-14,26-Oct-14,LGA,LaGuardia ,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2.01411E+12,12-Nov-14,11-Sep-14,ORD,Chicago O'Hare International Airport,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01411E+12,10-Nov-14,2-Nov-14,SLC,Salt Lake City International Airport,USAir  ,Property Damage,Checked Baggage,Personal Electronics,-,-
2.01411E+12,10-Nov-14,31-Oct-14,EWR,Newark International Airport,British Airways  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01411E+12,11-Nov-14,3-Jul-14,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Household Items,-,-
2.01411E+12,10-Nov-14,19-Oct-14,LCK,Rickenbacker International Airport,Allegiant Air,Passenger Property Loss,Checked Baggage,Clothing,169.59,Approve in Full
2.01411E+12,10-Nov-14,2-Nov-14,PHX,Phoenix Sky Harbor International,Alaska Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
2.01411E+12,11-Nov-14,8-Nov-14,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0.00,Deny
2.01411E+12,7-Jul-14,27-May-14,ORD,Chicago O'Hare International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,-,-,-
2.01411E+12,10-Nov-14,6-Nov-14,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.00,Deny
2.01411E+12,10-Nov-14,20-Aug-14,JFK,John F. Kennedy International,Cathay Pacific - CX,Property Damage,Checked Baggage,Other,-,-
2.01411E+12,11-Nov-14,9-Oct-14,IAH,Houston - George Bush Intercontinental Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Audio/Video; Medical/Science,-,-
2.01411E+12,10-Nov-14,3-Nov-14,ORF,Norfolk International,UAL  ,Passenger Property Loss,Checked Baggage,Other,-,-
2.01411E+12,11-Nov-14,11-Nov-14,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2.01411E+12,11-Nov-14,3-Nov-14,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checkpoint,Personal Accessories,-,-
2.01411E+12,13-Nov-14,16-Oct-14,SAN,San Diego International,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,11-Nov-14,19-Sep-14,MCO,Orlando International Airport,Jet Blue,Property Damage,Checkpoint,Computer & Accessories,495.00,Approve in Full
2.01411E+12,11-Nov-14,30-Oct-14,BOS,Boston (Logan) International Airport ,UAL  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2.01411E+12,11-Nov-14,2-Nov-14,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01411E+12,12-Nov-14,11-Jul-14,EWR,Newark International Airport,British Airways  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,11-Nov-14,23-Oct-14,BTV,"Burlington, VT",UAL  ,Passenger Property Loss,Checked Baggage,Currency,-,-
2.01411E+12,19-Nov-14,17-Jul-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checkpoint,Personal Electronics,0.00,Deny
2.01411E+12,10-Nov-14,8-Aug-14,BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checkpoint,Clothing,-,-
2.01411E+12,18-Nov-14,18-Nov-14,-,-,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2.01411E+12,18-Nov-14,13-Oct-14,JFK,John F. Kennedy International,-,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,-,-
2.01411E+12,10-Nov-14,14-Oct-14,HNL,Honolulu International Airport,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01411E+12,13-Nov-14,31-Oct-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2.01411E+12,10-Nov-14,19-Oct-14,CLE,Cleveland Hopkins International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,0.00,Deny
2.01411E+12,13-Nov-14,7-Nov-14,BOS,Boston (Logan) International Airport ,USAir  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2.01411E+12,13-Nov-14,11-Oct-14,CLT,Charlotte/Douglas International Airport,UAL  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2.01411E+12,24-Nov-14,15-Oct-14,PHL,Philadelphia International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Cameras; Other; Personal Electronics,-,-
2.01411E+12,10-Nov-14,11-Oct-14,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Food & Drink,82.48,Approve in Full
2.01411E+12,13-Nov-14,22-Oct-14,EWR,Newark International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01411E+12,10-Nov-14,25-Oct-14,MKE,General Mitchell International Airport,USAir  ,Property Damage,Checked Baggage,Cosmetics & Grooming,119.99,Approve in Full
2.01411E+12,13-Nov-14,19-Oct-14,IND,Indianapolis International,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01411E+12,10-Nov-14,13-Oct-14,LBB,Lubbock International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,-,-
2.01411E+12,13-Nov-14,19-Oct-14,DEN,Denver International Airport ,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,286.00,Approve in Full
